id,brand,primaryCategories,colors,ean / upc,manufacturer,name,prices.amountMax,prices.amountMin,prices.availability,prices.currency,prices.size,color 1,color 2,color 3,color 4,color 5,color 6,category 1,category 2,category 3,category 4,category 5,category 6,category 7
AWo-DbJBJbEilcB6NjKc,Dolce Vita,Shoes,Red Orange,190495000000,,Womens Chandler Leather Printed Flat Sandals,31.22,31.22,FALSE,USD,10 Medium BM,Red,Orange,,,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
AWo-DcSyAGTnQPR7sQRE,Aerosoles,Shoes,Black Suede,825074000000,,Women's Aerosoles Scrapbook Gladiator Sandal,79.96,79.96,TRUE,USD,7.5,Black,Suede,,,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
AWo-Dd5dJbEilcB6NjKk,Pleaser,Shoes,Clear Synthetic/Pink Tinted,885000000000,,Women's Pleaser Moon 708GFT Platform Ankle Strap Sandal,78.95,78.95,TRUE,USD,7,Clear,Synthetic,Pink,Tinted,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
AWo-D-Dg0U_gzG0hgCvE,Toms,Shoes,Silver,889556000000,,Toms Women's Viv Specchio Rose Gold Sandal - 8M,41.99,41.99,TRUE,USD,7M,Silver,,,,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
AWo-DHm_AGTnQPR7sQMV,MICHAEL Michael Kors,Shoes,Silv/White,190141000000,,MICHAEL Michael Kors Women's Millie Slide,115.49,115.49,TRUE,USD,5.5 Standard,Silv,White,,,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
AWo-DiYHAGTnQPR7sQRR,P.amzbrand,Shoes,Gold,829000000000,,6 inch high heel platform womens shoes peep toe platform pumps sexy,76.93,76.93,TRUE,USD,8,Gold,,,,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
AWo-DJ5b0U_gzG0hgCpS,Aerosoles,Shoes,Bone Flamingo Print Fabric,737280000000,,women's aerosoles florida slide sandal,76.61,76.61,TRUE,USD,5,Bone,Flamingo,Print,Fabric,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
AWo-DpNMM263mwCq7Dzs,Unique Bargains,Shoes,Pink,603937000000,,Unique Bargains Women's Stiletto Heel Lace Up Dress Sandals,31.99,31.99,TRUE,USD,7 BM US,Pink,,,,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
AWo-DPt90U_gzG0hgCr4,Cape Robbin,Shoes,Gold,666000000000,,"Cape Robbin Women's Open Toe Metallic Ankle Strap Heel Sandal (Gold, 6.5 B(M) US)",20,20,TRUE,USD,8 BM US,Gold,,,,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
AWo-DREcJbEilcB6NjJ3,Franco Sarto,Shoes,Gold,727695000000,,Franco Sarto Womens L-Rye Leather Open Toe Casual Slide Sandals,44.54,44.54,TRUE,USD,8.5,Gold,,,,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
